5;104;[(5, 9, 6, 8), (7, 3, 8, 2), (1, 7, 2, 6), (3, 4, 0, 5), (9, 0, 4, 1)]
5;105;[(2, 0, 3, 5), (4, 7, 5, 8), (8, 3, 9, 4), (1, 6, 2, 7), (9, 0, 6, 1)]
5;106;[(5, 9, 6, 8), (2, 7, 3, 8), (6, 1, 7, 2), (3, 4, 0, 5), (9, 0, 4, 1)]
5;107;[(2, 0, 3, 5), (7, 5, 8, 4), (3, 9, 4, 8), (1, 6, 2, 7), (9, 0, 6, 1)]
5;108;[(8, 5, 9, 6), (7, 3, 8, 2), (1, 7, 2, 6), (3, 4, 0, 5), (9, 0, 4, 1)]
5;109;[(5, 2, 0, 3), (4, 7, 5, 8), (8, 3, 9, 4), (1, 6, 2, 7), (9, 0, 6, 1)]
5;110;[(8, 5, 9, 6), (2, 7, 3, 8), (6, 1, 7, 2), (3, 4, 0, 5), (9, 0, 4, 1)]
5;111;[(5, 2, 0, 3), (7, 5, 8, 4), (3, 9, 4, 8), (1, 6, 2, 7), (9, 0, 6, 1)]
6;112;[(9, 7, 10, 6), (7, 2, 8, 3), (1, 8, 2, 9), (3, 11, 4, 10), (11, 5, 0, 4), (5, 1, 6, 0)]
6;113;[(8, 0, 9, 11), (10, 3, 11, 4), (4, 9, 5, 10), (7, 2, 8, 3), (1, 6, 2, 7), (5, 0, 6, 1)]
6;114;[(9, 7, 10, 6), (2, 8, 3, 7), (8, 2, 9, 1), (3, 11, 4, 10), (11, 5, 0, 4), (5, 1, 6, 0)]
6;115;[(8, 0, 9, 11), (3, 11, 4, 10), (9, 5, 10, 4), (7, 2, 8, 3), (1, 6, 2, 7), (5, 0, 6, 1)]
6;116;[(6, 9, 7, 10), (7, 2, 8, 3), (1, 8, 2, 9), (3, 11, 4, 10), (11, 5, 0, 4), (5, 1, 6, 0)]
6;117;[(11, 8, 0, 9), (10, 3, 11, 4), (4, 9, 5, 10), (7, 2, 8, 3), (1, 6, 2, 7), (5, 0, 6, 1)]
6;118;[(6, 9, 7, 10), (2, 8, 3, 7), (8, 2, 9, 1), (3, 11, 4, 10), (11, 5, 0, 4), (5, 1, 6, 0)]
6;119;[(11, 8, 0, 9), (3, 11, 4, 10), (9, 5, 10, 4), (7, 2, 8, 3), (1, 6, 2, 7), (5, 0, 6, 1)]
7;120;[(9, 13, 10, 12), (11, 3, 12, 2), (1, 11, 2, 10), (3, 8, 4, 9), (7, 4, 8, 5), (5, 6, 0, 7), (13, 0, 6, 1)]
7;121;[(4, 0, 5, 7), (6, 11, 7, 12), (12, 5, 13, 6), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (13, 0, 8, 1)]
7;122;[(9, 13, 10, 12), (2, 11, 3, 12), (10, 1, 11, 2), (3, 8, 4, 9), (7, 4, 8, 5), (5, 6, 0, 7), (13, 0, 6, 1)]
7;123;[(4, 0, 5, 7), (11, 7, 12, 6), (5, 13, 6, 12), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (13, 0, 8, 1)]
7;124;[(12, 9, 13, 10), (11, 3, 12, 2), (1, 11, 2, 10), (3, 8, 4, 9), (7, 4, 8, 5), (5, 6, 0, 7), (13, 0, 6, 1)]
7;125;[(7, 4, 0, 5), (6, 11, 7, 12), (12, 5, 13, 6), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (13, 0, 8, 1)]
7;126;[(12, 9, 13, 10), (2, 11, 3, 12), (10, 1, 11, 2), (3, 8, 4, 9), (7, 4, 8, 5), (5, 6, 0, 7), (13, 0, 6, 1)]
7;127;[(7, 4, 0, 5), (11, 7, 12, 6), (5, 13, 6, 12), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (13, 0, 8, 1)]
8;128;[(11, 9, 12, 8), (9, 2, 10, 3), (1, 10, 2, 11), (3, 13, 4, 12), (13, 5, 14, 4), (5, 15, 6, 14), (15, 7, 0, 6), (7, 1, 8, 0)]
8;129;[(12, 0, 13, 15), (14, 5, 15, 6), (6, 13, 7, 14), (11, 4, 12, 5), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (7, 0, 8, 1)]
8;130;[(11, 9, 12, 8), (2, 10, 3, 9), (10, 2, 11, 1), (3, 13, 4, 12), (13, 5, 14, 4), (5, 15, 6, 14), (15, 7, 0, 6), (7, 1, 8, 0)]
8;131;[(12, 0, 13, 15), (5, 15, 6, 14), (13, 7, 14, 6), (11, 4, 12, 5), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (7, 0, 8, 1)]
8;132;[(8, 11, 9, 12), (9, 2, 10, 3), (1, 10, 2, 11), (3, 13, 4, 12), (13, 5, 14, 4), (5, 15, 6, 14), (15, 7, 0, 6), (7, 1, 8, 0)]
8;133;[(15, 12, 0, 13), (14, 5, 15, 6), (6, 13, 7, 14), (11, 4, 12, 5), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (7, 0, 8, 1)]
8;134;[(8, 11, 9, 12), (2, 10, 3, 9), (10, 2, 11, 1), (3, 13, 4, 12), (13, 5, 14, 4), (5, 15, 6, 14), (15, 7, 0, 6), (7, 1, 8, 0)]
8;135;[(15, 12, 0, 13), (5, 15, 6, 14), (13, 7, 14, 6), (11, 4, 12, 5), (3, 10, 4, 11), (9, 2, 10, 3), (1, 8, 2, 9), (7, 0, 8, 1)]
9;136;[(13, 17, 14, 16), (15, 3, 16, 2), (1, 15, 2, 14), (3, 12, 4, 13), (11, 4, 12, 5), (5, 10, 6, 11), (9, 6, 10, 7), (7, 8, 0, 9), (17, 0, 8, 1)]
9;137;[(6, 0, 7, 9), (8, 15, 9, 16), (16, 7, 17, 8), (5, 14, 6, 15), (13, 4, 14, 5), (3, 12, 4, 13), (11, 2, 12, 3), (1, 10, 2, 11), (17, 0, 10, 1)]
9;138;[(13, 17, 14, 16), (2, 15, 3, 16), (14, 1, 15, 2), (3, 12, 4, 13), (11, 4, 12, 5), (5, 10, 6, 11), (9, 6, 10, 7), (7, 8, 0, 9), (17, 0, 8, 1)]
